@diffgr:id,@msdata:rowOrder,CodEstacao,DataHora,Vazao,Nivel,Chuva
DadosHidrometereologicos1,0,34129980,2023-07-14 17:00:00,255.00,470.00,0.00
DadosHidrometereologicos2,1,34129980,2023-07-14 16:00:00,256.00,471.00,0.00
DadosHidrometereologicos3,2,34129980,2023-07-14 15:00:00,256.00,471.00,0.00
DadosHidrometereologicos4,3,34129980,2023-07-14 14:00:00,256.00,471.00,0.00
DadosHidrometereologicos5,4,34129980,2023-07-14 13:00:00,256.00,471.00,0.00
DadosHidrometereologicos6,5,34129980,2023-07-14 12:00:00,256.00,471.00,0.00
DadosHidrometereologicos7,6,34129980,2023-07-14 11:00:00,256.00,472.00,0.00
DadosHidrometereologicos8,7,34129980,2023-07-14 10:00:00,256.00,472.00,0.00
DadosHidrometereologicos9,8,34129980,2023-07-14 09:00:00,256.00,472.00,0.00
DadosHidrometereologicos10,9,34129980,2023-07-14 08:00:00,256.00,472.00,0.00
DadosHidrometereologicos11,10,34129980,2023-07-14 07:00:00,256.00,471.00,0.00
DadosHidrometereologicos12,11,34129980,2023-07-14 06:00:00,255.00,470.00,0.00
DadosHidrometereologicos13,12,34129980,2023-07-14 05:00:00,255.00,470.00,0.00
DadosHidrometereologicos14,13,34129980,2023-07-14 04:00:00,255.00,470.00,0.00
DadosHidrometereologicos15,14,34129980,2023-07-14 03:00:00,255.00,470.00,0.00
DadosHidrometereologicos16,15,34129980,2023-07-14 02:00:00,255.00,470.00,0.00
DadosHidrometereologicos17,16,34129980,2023-07-14 01:00:00,255.00,470.00,0.00
DadosHidrometereologicos18,17,34129980,2023-07-14 00:00:00,255.00,470.00,0.00
DadosHidrometereologicos19,18,34129980,2023-07-13 23:00:00,255.00,470.00,0.00
DadosHidrometereologicos20,19,34129980,2023-07-13 22:00:00,255.00,470.00,0.00
DadosHidrometereologicos21,20,34129980,2023-07-13 21:00:00,255.00,470.00,0.00
DadosHidrometereologicos22,21,34129980,2023-07-13 20:00:00,255.00,470.00,0.00
DadosHidrometereologicos23,22,34129980,2023-07-13 19:00:00,256.00,471.00,0.00
DadosHidrometereologicos24,23,34129980,2023-07-13 18:00:00,256.00,472.00,0.00
DadosHidrometereologicos25,24,34129980,2023-07-13 17:00:00,255.00,470.00,0.00
DadosHidrometereologicos26,25,34129980,2023-07-13 16:00:00,255.00,470.00,0.00
DadosHidrometereologicos27,26,34129980,2023-07-13 15:00:00,255.00,470.00,0.00
DadosHidrometereologicos28,27,34129980,2023-07-13 14:00:00,255.00,470.00,0.00
DadosHidrometereologicos29,28,34129980,2023-07-13 13:00:00,255.00,470.00,0.00
DadosHidrometereologicos30,29,34129980,2023-07-13 12:00:00,256.00,471.00,0.00
DadosHidrometereologicos31,30,34129980,2023-07-13 11:00:00,256.00,471.00,0.00
DadosHidrometereologicos32,31,34129980,2023-07-13 10:00:00,256.00,471.00,0.00
DadosHidrometereologicos33,32,34129980,2023-07-13 09:00:00,256.00,471.00,0.00
DadosHidrometereologicos34,33,34129980,2023-07-13 08:00:00,256.00,471.00,0.00
DadosHidrometereologicos35,34,34129980,2023-07-13 07:00:00,255.00,470.00,0.00
DadosHidrometereologicos36,35,34129980,2023-07-13 06:00:00,255.00,470.00,0.00
DadosHidrometereologicos37,36,34129980,2023-07-13 05:00:00,255.00,470.00,0.00
DadosHidrometereologicos38,37,34129980,2023-07-13 04:00:00,254.00,469.00,0.00
DadosHidrometereologicos39,38,34129980,2023-07-13 03:00:00,255.00,470.00,0.00
DadosHidrometereologicos40,39,34129980,2023-07-13 02:00:00,254.00,469.00,0.00
DadosHidrometereologicos41,40,34129980,2023-07-13 01:00:00,255.00,470.00,0.00
DadosHidrometereologicos42,41,34129980,2023-07-13 00:00:00,255.00,470.00,0.00
